Channel Accuracy: 10 Bits
Measurement Range 0...5V --> Resolution: 5V/2^10 = 4.9mV
Measured two channels at a Frequency of 1000 Hz
Time (s)	Ch.1 (V)	Ch.2 (V)
0	2.958984375	3.8232421875
0.001	2.578125	3.5400390625
0.002004	2.1435546875	2.890625
0.003	1.796875	2.08984375
0.004	1.6357421875	1.4013671875
0.005	1.7138671875	1.015625
0.006	2.021484375	1.0791015625
0.007	2.44140625	1.5625
0.008	2.8564453125	2.3095703125
0.009	3.115234375	3.1005859375
0.009996	3.1689453125	3.65234375
0.010996	2.9638671875	3.8232421875
0.011996	2.5830078125	3.53515625
0.012996	2.1533203125	2.890625
0.013996	1.796875	2.0947265625
0.014996	1.6357421875	1.38671875
0.015996	1.7138671875	1.015625
0.016996	2.01171875	1.07421875
0.017996	2.451171875	1.572265625
0.018996	2.861328125	2.3291015625
0.019996	3.1201171875	3.1103515625
0.021004	3.1640625	3.671875
0.022	2.9638671875	3.818359375
0.023	2.568359375	3.5107421875
0.024	2.1337890625	2.8515625
0.025	1.7822265625	2.05078125
0.026	1.62109375	1.3623046875
0.027	1.7236328125	1.005859375
0.028	2.0361328125	1.103515625
0.029	2.4755859375	1.6162109375
0.03	2.880859375	2.3828125
0.031	3.1396484375	3.1591796875
0.032	3.173828125	3.69140625
0.033	2.94921875	3.8134765625
0.034	2.548828125	3.4814453125
0.035	2.109375	2.7978515625
0.036	1.767578125	1.9921875
0.037	1.6259765625	1.3134765625
0.038	1.7236328125	0.9912109375
0.039	2.060546875	1.1328125
0.04	2.5048828125	1.6796875
0.041	2.91015625	2.4560546875
0.042	3.1494140625	3.22265625
0.043	3.14453125	3.720703125
0.044	2.919921875	3.7939453125
0.045	2.509765625	3.41796875
0.046	2.0654296875	2.71484375
0.047	1.7333984375	1.904296875
0.048	1.6162109375	1.2646484375
0.049	1.7529296875	0.986328125
0.05	2.1044921875	1.171875
0.051	2.548828125	1.7578125
0.051996	2.94921875	2.55859375
0.052996	3.1640625	3.30078125
0.053996	3.14453125	3.7548828125
0.054996	2.890625	3.7646484375
0.055996	2.4658203125	3.33984375
0.056996	2.0166015625	2.607421875
0.057996	1.708984375	1.7919921875
0.058996	1.611328125	1.201171875
0.059996	1.77734375	0.986328125
0.060996	2.158203125	1.2353515625
0.061996	2.6123046875	1.865234375
0.062996	2.9931640625	2.6708984375
0.064004	3.1884765625	3.3984375
0.065	3.1298828125	3.7939453125
0.066	2.822265625	3.7255859375
0.067	2.3828125	3.2373046875
0.068	1.953125	2.4658203125
0.069	1.669921875	1.6796875
0.07	1.6162109375	1.1328125
0.071	1.8359375	0.99609375
0.072	2.2314453125	1.3232421875
0.073	2.6904296875	2.01171875
0.074	3.046875	2.8271484375
0.075	3.203125	3.49609375
0.076	3.095703125	3.8134765625
0.077	2.75390625	3.65234375
0.078	2.294921875	3.0908203125
0.079	1.8798828125	2.3046875
0.08	1.6357421875	1.5478515625
0.081	1.6357421875	1.064453125
0.082	1.89453125	1.0302734375
0.083	2.32421875	1.4501953125
0.084	2.7734375	2.177734375
0.085	3.10546875	2.98828125
0.086	3.2080078125	3.603515625
0.087	3.046875	3.818359375
0.088	2.666015625	3.564453125
0.089	2.197265625	2.9296875
0.09	1.8115234375	2.119140625
0.091	1.6064453125	1.4013671875
0.092	1.669921875	1.0205078125
0.093	1.982421875	1.0888671875
0.094	2.4267578125	1.6064453125
0.094996	2.8662109375	2.3876953125
0.095996	3.1494140625	3.1689453125
0.096996	3.203125	3.701171875
0.097996	2.978515625	3.8037109375
0.098996	2.5634765625	3.4423828125
0.099996	2.0947265625	2.734375
0.100996	1.7431640625	1.9189453125
0.101996	1.591796875	1.259765625
0.102996	1.71875	0.9912109375
0.103996	2.080078125	1.19140625
0.104996	2.548828125	1.796875
0.105996	2.9638671875	2.607421875
0.107004	3.193359375	3.349609375
0.108	3.1689453125	3.7744140625
0.109	2.87109375	3.7353515625
0.11	2.4267578125	3.2568359375
0.111	1.97265625	2.490234375
0.112	1.6748046875	1.69921875
0.113	1.6015625	1.1376953125
0.114	1.8017578125	1.0009765625
0.115	2.20703125	1.337890625
0.116	2.6806640625	2.0361328125
0.117	3.056640625	2.861328125
0.118	3.22265625	3.5302734375
0.119	3.1103515625	3.8134765625
0.12	2.75390625	3.6328125
0.121	2.28515625	3.0322265625
0.122	1.865234375	2.2216796875
0.123	1.611328125	1.4794921875
0.124	1.630859375	1.044921875
0.125	1.9189453125	1.0546875
0.126	2.36328125	1.5380859375
0.127	2.8271484375	2.3095703125
0.128	3.1396484375	3.1103515625
0.129	3.2177734375	3.671875
0.13	3.0126953125	3.8037109375
0.131	2.607421875	3.4619140625
0.132	2.12890625	2.7685546875
0.133	1.748046875	1.943359375
0.134	1.5869140625	1.279296875
0.135	1.69921875	1.0009765625
0.136	2.060546875	1.1865234375
0.137	2.5341796875	1.7919921875
0.137996	2.9541015625	2.607421875
0.138996	3.193359375	3.3544921875
0.139996	3.18359375	3.7744140625
0.140996	2.861328125	3.73046875
0.141996	2.431640625	3.2373046875
0.142996	1.9677734375	2.4560546875
0.143996	1.66015625	1.6650390625
0.144996	1.5869140625	1.1181640625
0.145996	1.8017578125	1.015625
0.146996	2.2265625	1.376953125
0.147996	2.7099609375	2.0947265625
0.149004	3.0859375	2.9296875
0.15	3.232421875	3.5693359375
0.151	3.095703125	3.818359375
0.152	2.724609375	3.583984375
0.153	2.2412109375	2.9443359375
0.154	1.81640625	2.1240234375
0.155	1.591796875	1.4013671875
0.156	1.6357421875	1.0205078125
0.157	1.9580078125	1.1181640625
0.158	2.4267578125	1.6552734375
0.159	2.8857421875	2.4560546875
0.16	3.1787109375	3.2373046875
0.161	3.212890625	3.7255859375
0.162	2.96875	3.7744140625
0.163	2.5244140625	3.3349609375
0.164	2.0458984375	2.5927734375
0.165	1.6943359375	1.77734375
0.166	1.572265625	1.171875
0.167	1.73828125	0.9912109375
0.168	2.1533203125	1.30859375
0.169	2.6318359375	1.9970703125
0.17	3.0517578125	2.8271484375
0.171	3.2421875	3.5009765625
0.172	3.14453125	3.8134765625
0.173	2.7880859375	3.6279296875
0.174	2.3046875	3.0126953125
0.175	1.8603515625	2.2021484375
0.176	1.5966796875	1.4453125
0.177	1.6064453125	1.03515625
0.178	1.8994140625	1.0888671875
0.179	2.3779296875	1.6015625
0.179996	2.8515625	2.392578125
0.180996	3.1689453125	3.1787109375
0.181996	3.232421875	3.7060546875
0.182996	3.0078125	3.7841796875
0.183996	2.568359375	3.37890625
0.184996	2.080078125	2.63671875
0.185996	1.7041015625	1.8115234375
0.186996	1.5625	1.201171875
0.187996	1.71875	0.99609375
0.188996	2.119140625	1.2890625
0.189996	2.6123046875	1.97265625
0.190996	3.02734375	2.802734375
0.192004	3.2373046875	3.5009765625
0.193	3.154296875	3.8037109375
0.194	2.8076171875	3.6279296875
0.195	2.314453125	3.017578125
0.196	1.8603515625	2.1923828125
0.197	1.591796875	1.4453125
0.198	1.6015625	1.025390625
0.199	1.904296875	1.09375
0.2	2.3681640625	1.6259765625
0.201	2.8564453125	2.4267578125
0.202	3.173828125	3.2177734375
0.203	3.232421875	3.7255859375
0.204	2.998046875	3.7744140625
0.205	2.5537109375	3.3349609375
0.206	2.060546875	2.578125
0.207	1.6796875	1.748046875
0.208	1.552734375	1.171875
0.209	1.7333984375	1.0009765625
0.21	2.1435546875	1.3427734375
0.211	2.6513671875	2.0458984375
0.212	3.0615234375	2.8857421875
0.213	3.2421875	3.5498046875
0.214	3.1396484375	3.8037109375
0.215	2.7685546875	3.57421875
0.216	2.2705078125	2.9248046875
0.217	1.8212890625	2.0947265625
0.218	1.5771484375	1.3671875
0.219	1.6162109375	1.015625
0.22	1.9482421875	1.1474609375
0.221	2.4365234375	1.7236328125
0.222	2.9150390625	2.548828125
0.222996	3.2080078125	3.3154296875
0.223996	3.232421875	3.7646484375
0.224996	2.9541015625	3.7255859375
0.225996	2.4853515625	3.232421875
0.226996	1.982421875	2.44140625
0.227996	1.630859375	1.630859375
0.228996	1.5576171875	1.103515625
0.229996	1.7822265625	1.025390625
0.230996	2.2265625	1.4501953125
0.231996	2.7294921875	2.216796875
0.232996	3.1201171875	3.0322265625
0.233996	3.2666015625	3.642578125
0.235004	3.0908203125	3.798828125
0.236	2.6708984375	3.4619140625
0.237	2.1630859375	2.734375
0.238	1.7431640625	1.904296875
0.239	1.5478515625	1.2451171875
0.24	1.66015625	1.0009765625
0.241	2.0458984375	1.2548828125
0.242	2.5537109375	1.9189453125
0.243	3.0029296875	2.7685546875
0.244	3.2470703125	3.4716796875
0.245	3.193359375	3.798828125
0.246	2.8466796875	3.6328125
0.247	2.34375	3.0126953125
0.248	1.8701171875	2.1826171875
0.249	1.58203125	1.435546875
0.25	1.58203125	1.0302734375
0.251	1.8896484375	1.11328125
0.252	2.3779296875	1.66015625
0.253	2.87109375	2.490234375
0.254	3.2080078125	3.271484375
0.255	3.2568359375	3.75
0.256	2.98828125	3.7451171875
0.257	2.5244140625	3.2470703125
0.258	2.01171875	2.451171875
0.259	1.6455078125	1.6455078125
0.26	1.5478515625	1.1083984375
0.261	1.7578125	1.0400390625
0.262	2.20703125	1.4599609375
0.263	2.7294921875	2.2216796875
0.264	3.125	3.056640625
0.265	3.2763671875	3.65234375
0.265996	3.1005859375	3.7939453125
0.266996	2.685546875	3.4423828125
0.267996	2.158203125	2.7099609375
0.268996	1.728515625	1.8701171875
0.269996	1.5380859375	1.220703125
0.270996	1.66015625	1.0009765625
0.271996	2.0556640625	1.2939453125
0.272996	2.578125	1.9873046875
0.273996	3.0224609375	2.8271484375
0.274996	3.26171875	3.515625
0.275996	3.193359375	3.80859375
0.277004	2.8125	3.5693359375
0.278	2.3046875	2.9248046875
0.279	1.8310546875	2.080078125
0.28	1.5576171875	1.357421875
0.281	1.5869140625	1.0107421875
0.282	1.9287109375	1.171875
0.283	2.4365234375	1.7822265625
0.284	2.9296875	2.6318359375
0.285	3.232421875	3.3837890625
0.286	3.2373046875	3.7890625
0.287	2.9248046875	3.6767578125
0.288	2.4365234375	3.1103515625
0.289	1.93359375	2.28515625
0.29	1.5966796875	1.50390625
0.291	1.54296875	1.044921875
0.292	1.81640625	1.083984375
0.293	2.3095703125	1.62109375
0.294	2.8271484375	2.4365234375
0.295	3.18359375	3.2373046875
0.296	3.271484375	3.7255859375
0.297	3.0322265625	3.7451171875
0.298	2.55859375	3.2568359375
0.299	2.0361328125	2.470703125
0.3	1.650390625	1.6455078125
0.301	1.533203125	1.103515625
0.302	1.7333984375	1.044921875
0.303	2.1923828125	1.4697265625
0.304	2.724609375	2.2607421875
0.305	3.134765625	3.095703125
0.306	3.2861328125	3.671875
0.307	3.10546875	3.7841796875
0.307996	2.6708984375	3.37890625
0.308996	2.1337890625	2.626953125
0.309996	1.6796875	1.7919921875
0.310996	1.5185546875	1.1767578125
0.311996	1.669921875	1.0205078125
0.312996	2.08984375	1.3720703125
0.313996	2.626953125	2.1142578125
0.314996	3.076171875	2.958984375
0.315996	3.28125	3.603515625
0.316996	3.1640625	3.8037109375
0.317996	2.7685546875	3.486328125
0.318996	2.2265625	2.7783203125
0.320004	1.7626953125	1.9189453125
0.321	1.5283203125	1.25
0.322	1.62109375	1.0107421875
0.323	2.0068359375	1.2890625
0.324	2.5439453125	1.9775390625
0.325	3.0224609375	2.8369140625
0.326	3.2763671875	3.525390625
0.327	3.212890625	3.8037109375
0.328	2.841796875	3.5498046875
0.329	2.3046875	2.8759765625
0.33	1.81640625	2.0263671875
0.331	1.5380859375	1.3134765625
0.332	1.5771484375	1.0107421875
0.333	1.9384765625	1.2255859375
0.334	2.4658203125	1.875
0.335	2.96875	2.744140625
0.336	3.26171875	3.45703125
0.337	3.2421875	3.798828125
0.338	2.9052734375	3.603515625
0.339	2.3681640625	2.9736328125
0.34	1.8603515625	2.1142578125
0.341	1.5576171875	1.376953125
0.342	1.552734375	1.015625
0.343	1.8798828125	1.181640625
0.344	2.40234375	1.8017578125
0.345	2.9248046875	2.65625
0.346	3.2470703125	3.4033203125
0.347	3.2666015625	3.7841796875
0.348	2.9541015625	3.6474609375
0.349	2.431640625	3.037109375
0.35	1.9091796875	2.1923828125
0.350996	1.572265625	1.42578125
0.351996	1.5380859375	1.03515625
0.352996	1.8359375	1.142578125
0.353996	2.353515625	1.73828125
0.354996	2.8857421875	2.578125
0.355996	3.232421875	3.359375
0.356996	3.28125	3.779296875
0.357996	2.9931640625	3.6767578125
0.358996	2.48046875	3.0908203125
0.359996	1.9384765625	2.2607421875
0.360996	1.5869140625	1.474609375
0.361996	1.5234375	1.0400390625
0.363004	1.806640625	1.1279296875
0.364	2.314453125	1.69921875
0.365	2.8564453125	2.548828125
0.366	3.22265625	3.3349609375
0.367	3.2861328125	3.7744140625
0.368	3.0126953125	3.69140625
0.369	2.509765625	3.1201171875
0.37	1.962890625	2.28515625
0.371	1.5869140625	1.484375
0.372	1.5087890625	1.0400390625
0.373	1.787109375	1.1181640625
0.374	2.294921875	1.6845703125
0.375	2.841796875	2.529296875
0.376	3.2177734375	3.3203125
0.377	3.2958984375	3.7646484375
0.378	3.02734375	3.6865234375
0.379	2.5244140625	3.125
0.38	1.97265625	2.28515625
0.381	1.591796875	1.4990234375
0.382	1.5087890625	1.0400390625
0.383	1.7822265625	1.11328125
0.384	2.2900390625	1.6748046875
0.385	2.8369140625	2.529296875
0.386	3.2177734375	3.3203125
0.387	3.3056640625	3.7646484375
0.388	3.0322265625	3.6962890625
0.389	2.529296875	3.125
0.39	1.9677734375	2.2802734375
0.391	1.5869140625	1.484375
0.392	1.5087890625	1.044921875
0.393	1.77734375	1.1279296875
0.393996	2.294921875	1.69921875
0.394996	2.83203125	2.529296875
0.395996	3.22265625	3.330078125
0.396996	3.2421875	3.7744140625
0.397996	3.0322265625	3.681640625
0.398996	2.5146484375	3.0908203125
0.399996	1.962890625	2.2607421875
0.400996	1.58203125	1.4697265625
0.401996	1.50390625	1.044921875
0.402996	1.7919921875	1.142578125
0.403996	2.3046875	1.728515625
0.405004	2.8662109375	2.587890625
0.406	3.2373046875	3.369140625
0.407	3.30078125	3.7744140625
0.408	3.0078125	3.65234375
0.409	2.4853515625	3.056640625
0.41	1.9384765625	2.2021484375
0.411	1.5625	1.416015625
0.412	1.50390625	1.025390625
0.413	1.8115234375	1.1669921875
0.414	2.34375	1.7822265625
0.415	2.890625	2.646484375
0.416	3.251953125	3.4130859375
0.417	3.2958984375	3.7841796875
0.418	2.9736328125	3.623046875
0.419	2.4462890625	2.9931640625
0.42	1.8994140625	2.119140625
0.421	1.552734375	1.3623046875
0.422	1.5234375	1.0205078125
0.423	1.8408203125	1.2060546875
0.424	2.3779296875	1.865234375
0.425	2.9345703125	2.7294921875
0.426	3.2666015625	3.4716796875
0.427	3.2861328125	3.7939453125
0.428	2.9443359375	3.57421875
0.429	2.3974609375	2.900390625
0.43	1.845703125	2.0361328125
0.431	1.5234375	1.30859375
0.432	1.5380859375	1.015625
0.433	1.89453125	1.2646484375
0.434	2.451171875	1.9580078125
0.435	2.978515625	2.83203125
0.435996	3.2861328125	3.53515625
0.436996	3.2568359375	3.7939453125
0.437996	2.8955078125	3.515625
0.438996	2.3291015625	2.802734375
0.439996	1.8017578125	1.93359375
0.440996	1.5087890625	1.2451171875
0.441996	1.5576171875	1.015625
0.442996	1.953125	1.3330078125
0.443996	2.51953125	2.0703125
0.444996	3.0419921875	2.9443359375
0.445996	3.3154296875	3.5986328125
0.446996	3.232421875	3.7890625
0.448004	2.8173828125	3.427734375
0.449	2.24609375	2.6611328125
0.45	1.73828125	1.796875
0.451	1.4892578125	1.1669921875
0.452	1.5966796875	1.0302734375
0.453	2.03125	1.4306640625
0.454	2.6123046875	2.2216796875
0.455	3.10546875	3.0810546875
