Channel Accuracy: 10 Bits
Measurement Range 0...5V --> Resolution: 5V/2^10 = 4.9mV
Measured two channels at a Frequency of 500 Hz
Time (s)	Ch.1 (V)	Ch.2 (V)
0	1.484375	2.98828125
0.002	1.4794921875	2.9833984375
0.004004	1.474609375	2.998046875
0.006	1.46484375	3.0029296875
0.007996	1.4697265625	2.98828125
0.009996	1.46484375	2.9931640625
0.011996	1.455078125	2.98828125
0.013996	1.455078125	2.998046875
0.015996	1.435546875	0.0
0.017996	1.4306640625	0.0
0.020004	1.42578125	0.0
0.022	1.4208984375	0.0
0.024004	1.416015625	0.0
0.026	1.40625	0.0
0.028004	1.4013671875	0.0
0.03	1.416015625	0.0
0.032004	1.40625	0.0
0.034	1.4013671875	0.3173828125
0.036004	1.4013671875	0.6884765625
0.038	1.4013671875	1.064453125
0.040004	1.4013671875	1.4404296875
0.042	1.416015625	1.7822265625
0.044004	1.40625	2.0947265625
0.046	1.416015625	2.353515625
0.048004	1.4208984375	2.55859375
0.049996	1.42578125	2.6953125
0.051996	1.42578125	2.7978515625
0.053996	1.42578125	2.861328125
0.055996	1.4306640625	2.91015625
0.057996	1.4453125	2.9345703125
0.059996	1.4404296875	2.958984375
0.062004	1.4501953125	2.9638671875
0.064	1.46484375	2.978515625
0.066004	1.4697265625	2.98828125
0.068	1.484375	2.9931640625
0.070004	1.484375	2.98828125
0.072	1.494140625	0.0
0.074004	1.50390625	0.0
0.076	1.5087890625	0.0
0.078004	1.513671875	0.0
0.08	1.5185546875	0.0
0.082004	1.513671875	0.0
0.084	1.5185546875	0.0
0.086004	1.533203125	0.0244140625
0.088	1.533203125	0.390625
0.090004	1.5380859375	0.78125
0.091996	1.54296875	1.15234375
0.093996	1.552734375	1.5087890625
0.095996	1.552734375	1.865234375
0.097996	1.552734375	2.1630859375
0.099996	1.552734375	2.4072265625
0.101996	1.552734375	2.5927734375
0.103996	1.5673828125	2.724609375
0.106004	1.5673828125	2.8173828125
0.108	1.5576171875	2.880859375
0.110004	1.552734375	2.9248046875
0.112	1.552734375	2.94921875
0.114004	1.5576171875	2.96875
0.116	1.5576171875	2.9736328125
0.118004	1.552734375	2.9833984375
0.12	1.552734375	2.98828125
0.122004	1.5576171875	0.0
0.124	1.552734375	0.0
0.126004	1.54296875	0.0
0.128	1.5478515625	0.0
0.130004	1.5380859375	0.0
0.132	1.54296875	0.0
0.134004	1.533203125	0.0
0.135996	1.513671875	0.2490234375
0.137996	1.513671875	0.6201171875
0.139996	1.50390625	1.0009765625
0.141996	1.494140625	1.357421875
0.143996	1.50390625	1.728515625
0.145996	1.494140625	2.041015625
0.148004	1.484375	2.3193359375
0.15	1.4794921875	2.5244140625
0.152004	1.46484375	2.6708984375
0.154	1.4599609375	2.7783203125
0.156004	1.4599609375	2.8564453125
0.158	1.4599609375	2.900390625
0.160004	1.4453125	2.9345703125
0.162	1.4404296875	2.958984375
0.164004	1.416015625	2.9736328125
0.166	1.435546875	2.978515625
0.168004	1.42578125	2.9833984375
0.17	1.4208984375	2.9833984375
0.172004	1.4306640625	2.9931640625
0.174	1.40625	2.98828125
0.176004	1.416015625	0.0
0.177996	1.40625	0.0
0.179996	1.40625	0.0
0.181996	1.42578125	0.0
0.183996	1.40625	0.0
0.185996	1.4111328125	0.0
0.187996	1.40625	0.0
0.190004	1.4013671875	0.0537109375
0.192	1.396484375	0.4150390625
0.194004	1.4013671875	0.7958984375
0.196	1.4013671875	1.162109375
0.198004	1.3916015625	1.533203125
0.2	1.4013671875	1.875
0.202004	1.396484375	2.177734375
0.204	1.376953125	2.4169921875
0.206004	1.3916015625	2.6025390625
0.208	1.3916015625	2.7294921875
0.210004	1.3916015625	2.8173828125
0.212	1.3818359375	2.880859375
0.214004	1.3818359375	2.919921875
0.216	1.3623046875	2.94921875
0.218004	1.3671875	2.9638671875
0.219996	1.3671875	2.978515625
0.221996	1.3623046875	2.98828125
0.223996	1.3671875	2.9833984375
0.225996	1.3623046875	2.9931640625
0.227996	1.34765625	2.9931640625
0.229996	1.3427734375	2.98828125
0.231996	1.34765625	2.98828125
0.234004	1.34765625	0.0
0.236	1.3525390625	0.0
0.238004	1.337890625	0.0
0.24	1.357421875	0.0
0.242004	1.337890625	0.0
0.244	1.3525390625	0.0
0.246004	1.357421875	0.1708984375
0.248	1.357421875	0.5419921875
0.250004	1.3671875	0.91796875
0.252	1.3623046875	1.2939453125
0.254004	1.3720703125	1.650390625
0.256	1.376953125	1.9873046875
0.258004	1.3720703125	2.2607421875
0.26	1.38671875	2.4853515625
0.262004	1.4013671875	2.646484375
0.263996	1.416015625	2.763671875
0.265996	1.42578125	2.8369140625
0.267996	1.4208984375	2.900390625
0.269996	1.4306640625	0.0
0.271996	1.435546875	0.0
0.273996	1.4501953125	0.0
0.276004	1.4501953125	0.0
0.278	1.455078125	0.0
0.280004	1.4697265625	0.0
0.282	1.4794921875	0.0
0.284004	1.4892578125	0.126953125
0.286	1.494140625	0.5078125
0.288004	1.494140625	0.888671875
0.29	1.5234375	1.2548828125
0.292004	1.5283203125	1.6162109375
0.294	1.5380859375	1.953125
0.296004	1.5234375	2.2412109375
0.298	1.5380859375	2.4609375
0.300004	1.5380859375	2.63671875
0.302	1.5478515625	2.75390625
0.304004	1.552734375	2.8369140625
0.305996	1.552734375	2.8955078125
0.307996	1.5576171875	2.9345703125
0.309996	1.5673828125	2.94921875
0.311996	1.5576171875	2.9638671875
0.313996	1.5673828125	2.9736328125
0.315996	1.5673828125	2.9833984375
0.318004	1.5771484375	2.98828125
0.32	1.58203125	2.9931640625
0.322004	1.58203125	2.9833984375
0.324	1.5771484375	2.9931640625
0.326004	1.5771484375	3.0029296875
0.328	1.5771484375	2.98828125
0.330004	1.572265625	2.9931640625
0.332	1.572265625	2.998046875
0.334004	1.5673828125	2.9931640625
0.336	1.572265625	2.9931640625
0.338004	1.5673828125	2.9931640625
0.34	1.5625	0.0
0.342004	1.5673828125	0.0
0.344	1.5478515625	0.0
0.346004	1.552734375	0.0
0.347996	1.54296875	0.0
0.349996	1.54296875	0.0
0.351996	1.5380859375	0.0
0.353996	1.5283203125	0.283203125
0.355996	1.5185546875	0.6494140625
0.357996	1.50390625	1.0205078125
0.359996	1.4990234375	1.3916015625
0.362004	1.494140625	1.748046875
0.364	1.4990234375	2.0703125
0.366004	1.4794921875	2.3388671875
0.368	1.484375	2.5341796875
0.370004	1.4794921875	2.685546875
0.372	1.474609375	2.7880859375
0.374004	1.4697265625	2.861328125
0.376	1.4697265625	2.900390625
0.378004	1.46484375	2.939453125
0.38	1.4599609375	2.9541015625
0.382004	1.435546875	2.9736328125
0.384	1.4404296875	2.9833984375
0.386004	1.4453125	2.98828125
0.388	1.4453125	0.0
0.390004	1.4453125	0.0
0.391996	1.4501953125	0.0
0.393996	1.4501953125	0.09765625
0.395996	1.4453125	0.46875
0.397996	1.4453125	0.8447265625
0.399996	1.4453125	1.220703125
0.401996	1.4404296875	1.5771484375
0.404004	1.42578125	1.9287109375
0.406	1.42578125	2.2216796875
0.408004	1.42578125	2.4462890625
0.41	1.416015625	2.626953125
0.412004	1.4208984375	2.744140625
0.414	1.4208984375	2.83203125
0.416004	1.416015625	2.890625
0.418	1.416015625	2.9296875
0.420004	1.40625	2.9541015625
0.422	1.40625	2.9638671875
0.424004	1.396484375	2.978515625
0.426	1.4013671875	2.9833984375
0.428004	1.4013671875	2.9833984375
0.43	1.40625	2.9931640625
0.432004	1.3916015625	2.98828125
0.433996	1.38671875	2.98828125
0.435996	1.3818359375	2.9833984375
0.437996	1.3720703125	2.98828125
0.439996	1.3720703125	2.9931640625
0.441996	1.3671875	2.9931640625
0.443996	1.3671875	2.98828125
0.446004	1.3623046875	0.0
0.448	1.357421875	0.0
0.450004	1.34765625	0.0
0.452	1.3623046875	0.0
0.454004	1.357421875	0.0
0.456	1.357421875	0.0
0.458004	1.357421875	0.0
0.46	1.357421875	0.0
0.462004	1.357421875	0.0
0.464	1.3525390625	0.0
0.466004	1.357421875	0.37109375
0.468	1.357421875	0.7470703125
0.470004	1.3525390625	1.123046875
0.472	1.357421875	1.484375
0.474004	1.357421875	1.8408203125
0.475996	1.3671875	2.1337890625
0.477996	1.3623046875	2.3876953125
0.479996	1.3720703125	2.578125
0.481996	1.3720703125	2.705078125
0.483996	1.376953125	2.8076171875
0.485996	1.38671875	2.880859375
0.487996	1.38671875	2.91015625
0.490004	1.3916015625	2.94921875
0.492	1.40625	2.958984375
0.494004	1.4111328125	2.978515625
0.496	1.42578125	2.9833984375
0.498004	1.4306640625	2.9833984375
0.5	1.42578125	2.98828125
0.502004	1.4306640625	2.9931640625
0.504	1.4306640625	2.998046875
0.506004	1.42578125	0.0
0.508	1.435546875	0.0
0.510004	1.4404296875	0.0
0.512	1.4501953125	0.0
0.514004	1.4599609375	0.0
0.516	1.46484375	0.0
0.518004	1.4697265625	0.0
0.519996	1.4697265625	0.0
0.521996	1.484375	0.05859375
0.523996	1.4892578125	0.4345703125
0.525996	1.494140625	0.810546875
0.527996	1.494140625	1.181640625
0.529996	1.4794921875	1.552734375
0.532004	1.4892578125	1.8994140625
0.534	1.484375	2.1923828125
0.536004	1.50390625	2.4267578125
0.538	1.4892578125	2.607421875
