Channel Accuracy: 10 Bits
Measurement Range 0...5V --> Resolution: 5V/2^10 = 4.9mV
Measured two channels at a Frequency of 500 Hz
Time (s)	Ch.1 (V)	Ch.2 (V)
0	1.0205078125	2.9052734375
0.002	1.025390625	2.9443359375
0.004004	1.03515625	2.9638671875
0.006	1.0302734375	2.978515625
0.008004	1.025390625	2.9833984375
0.01	1.015625	2.98828125
0.012004	1.015625	2.9833984375
0.013996	1.015625	2.9931640625
0.015996	1.0107421875	2.98828125
0.017996	1.0205078125	2.98828125
0.019996	1.025390625	2.9931640625
0.021996	1.015625	2.998046875
0.023996	1.0107421875	2.998046875
0.025996	0.9912109375	2.9833984375
0.028004	1.0009765625	2.998046875
0.03	0.9912109375	2.998046875
0.032004	0.99609375	2.98828125
0.034	0.99609375	2.998046875
0.036004	0.99609375	2.998046875
0.038	0.9912109375	2.98828125
0.040004	0.9814453125	2.998046875
0.042	0.9814453125	2.998046875
0.044004	0.9814453125	2.9931640625
0.046	0.9814453125	2.98828125
0.048004	0.986328125	2.9931640625
0.05	0.986328125	2.9931640625
0.052004	0.986328125	2.98828125
0.054	0.9765625	2.9931640625
0.056004	0.986328125	2.998046875
0.057996	0.986328125	2.9931640625
0.059996	0.986328125	2.98828125
0.061996	0.986328125	0.0
0.063996	0.9912109375	0.0
0.065996	0.99609375	0.0
0.067996	0.99609375	0.0
0.070004	0.99609375	0.0
0.072	0.9912109375	0.0
0.074004	1.0009765625	0.0
0.076	0.99609375	0.0
0.078004	1.0107421875	0.0
0.08	1.0107421875	0.0
0.082004	1.0107421875	0.0
0.084	1.015625	0.0
0.086004	1.0205078125	0.0
0.088	1.0205078125	0.0
0.090004	1.025390625	0.1171875
0.092	1.0205078125	0.4931640625
0.094004	1.03515625	0.869140625
0.096	1.025390625	1.240234375
0.098004	1.03515625	1.6064453125
0.099996	1.0400390625	1.943359375
0.101996	1.0546875	2.2314453125
0.103996	1.044921875	2.4560546875
0.105996	1.0595703125	2.626953125
0.107996	1.0693359375	2.7392578125
0.109996	1.07421875	2.83203125
0.112004	1.07421875	2.8857421875
0.114	1.083984375	2.9248046875
0.116004	1.09375	2.94921875
0.118	1.09375	2.958984375
0.120004	1.09375	2.978515625
0.122	1.0986328125	2.9833984375
0.124004	1.0986328125	2.978515625
0.126	1.103515625	2.9833984375
0.128004	1.11328125	2.9931640625
0.13	1.11328125	2.9931640625
0.132004	1.123046875	2.9931640625
0.134	1.1279296875	2.98828125
0.136004	1.123046875	2.9931640625
0.138	1.1376953125	2.98828125
0.140004	1.1376953125	2.9931640625
0.141996	1.142578125	2.9931640625
0.143996	1.142578125	2.998046875
0.145996	1.15234375	2.9931640625
0.147996	1.1572265625	2.9931640625
0.149996	1.15234375	0.0
0.151996	1.1572265625	0.0
0.153996	1.162109375	0.0
0.156004	1.162109375	0.0
0.158	1.1669921875	0.0
0.160004	1.1669921875	0.0
0.162	1.171875	0.0
0.164004	1.171875	0.0
0.166	1.1669921875	0.0
0.168004	1.1767578125	0.0
0.17	1.1669921875	0.048828125
0.172004	1.171875	0.4150390625
0.174	1.171875	0.7861328125
0.176004	1.1767578125	1.171875
0.178	1.1865234375	1.5380859375
0.180004	1.1865234375	1.8798828125
0.182	1.19140625	2.1826171875
0.184004	1.181640625	2.4267578125
0.185996	1.1767578125	2.5927734375
0.187996	1.1865234375	2.7294921875
0.189996	1.1962890625	2.822265625
0.191996	1.19140625	2.8857421875
0.193996	1.19140625	2.9248046875
0.195996	1.19140625	2.94921875
0.198004	1.1865234375	2.9638671875
0.2	1.1865234375	2.978515625
0.202004	1.1865234375	2.9833984375
0.204	1.19140625	2.9833984375
0.206004	1.1865234375	2.9931640625
0.208	1.1865234375	2.98828125
0.210004	1.1865234375	2.9931640625
0.212	1.1865234375	2.9931640625
0.214004	1.19140625	2.9931640625
0.216	1.19140625	2.998046875
0.218004	1.19140625	2.998046875
0.22	1.19140625	2.9931640625
0.222004	1.181640625	0.0
0.224	1.171875	0.0
0.226004	1.1767578125	0.0
0.227996	1.181640625	0.0
0.229996	1.1865234375	0.0
0.231996	1.1865234375	0.0
0.233996	1.181640625	0.0
0.235996	1.1767578125	0.0
0.237996	1.181640625	0.0
0.240004	1.1767578125	0.0
0.242	1.171875	0.2880859375
0.244004	1.171875	0.654296875
0.246	1.171875	1.03515625
0.248004	1.162109375	1.40625
0.25	1.15234375	1.7529296875
0.252004	1.15234375	2.0751953125
0.254	1.1474609375	2.3388671875
0.256004	1.1572265625	2.5390625
0.258	1.15234375	2.6806640625
0.260004	1.1572265625	2.79296875
0.262	1.15234375	2.8564453125
0.264004	1.1474609375	2.91015625
0.266	1.1376953125	2.939453125
0.268004	1.1328125	2.958984375
0.269996	1.1474609375	2.9736328125
0.271996	1.1376953125	2.978515625
0.273996	1.1328125	2.9833984375
0.275996	1.123046875	2.9833984375
0.277996	1.1181640625	2.9833984375
0.279996	1.1181640625	2.9931640625
0.281996	1.123046875	2.9931640625
0.284004	1.1181640625	2.998046875
0.286	1.11328125	2.9931640625
0.288004	1.11328125	2.9931640625
0.29	1.0986328125	2.9931640625
0.292004	1.103515625	2.9931640625
0.294	1.0986328125	2.998046875
0.296004	1.0986328125	3.0029296875
0.298	1.0888671875	2.998046875
0.300004	1.0791015625	2.9931640625
0.302	1.083984375	0.0
0.304004	1.0791015625	0.0
0.306	1.0791015625	0.0
0.308004	1.0595703125	0.0
0.31	1.0546875	0.0
0.312004	1.0546875	0.0
0.313996	1.044921875	0.0
0.315996	1.0498046875	0.0
0.317996	1.0400390625	0.0
0.319996	1.044921875	0.0
0.321996	1.03515625	0.0
0.323996	1.025390625	0.361328125
