Channel Accuracy: 10 Bits
Measurement Range 0...5V --> Resolution: 5V/2^10 = 4.9mV
Measured two channels at a Frequency of 500 Hz
Time (s)	Ch.1 (V)	Ch.2 (V)
0	1.1279296875	1.9384765625
0.002	1.1181640625	2.2314453125
0.004004	1.123046875	2.4609375
0.006	1.11328125	2.626953125
0.008004	1.1083984375	2.744140625
0.01	1.1181640625	2.83203125
0.011996	1.103515625	2.890625
0.013996	1.103515625	2.9248046875
0.015996	1.103515625	2.94921875
0.017996	1.0986328125	2.9638671875
0.019996	1.0888671875	2.978515625
0.021996	1.0888671875	2.98828125
0.024004	1.083984375	2.9833984375
0.026	1.083984375	2.98828125
0.028004	1.0791015625	2.998046875
0.03	1.0693359375	2.98828125
0.032004	1.07421875	2.9931640625
0.034	1.0693359375	2.98828125
0.036004	1.0595703125	2.98828125
0.038	1.064453125	2.98828125
0.040004	1.0546875	2.9833984375
0.042	1.0693359375	2.98828125
0.044004	1.0595703125	2.9931640625
0.046	1.0595703125	2.998046875
0.048004	1.064453125	2.998046875
0.05	1.0693359375	2.9931640625
0.052004	1.0693359375	2.998046875
0.053996	1.064453125	2.98828125
0.055996	1.0595703125	2.998046875
0.057996	1.0546875	2.9833984375
0.059996	1.0595703125	2.998046875
0.061996	1.0595703125	2.998046875
0.063996	1.0595703125	0.0
0.065996	1.0498046875	0.0
0.068004	1.0546875	0.0
0.07	1.0546875	0.0
0.072004	1.0595703125	0.0
0.074	1.064453125	0.0
0.076004	1.0595703125	0.0
0.078	1.064453125	0.0
0.080004	1.064453125	0.0
0.082	1.0693359375	0.0
0.084004	1.07421875	0.0
0.086	1.0791015625	0.0
0.088004	1.07421875	0.1904296875
0.09	1.083984375	0.56640625
0.092004	1.09375	0.9423828125
0.094	1.103515625	1.318359375
0.096004	1.1181640625	1.6796875
0.097996	1.123046875	2.0068359375
0.099996	1.1328125	2.275390625
0.101996	1.1376953125	2.4951171875
0.103996	1.142578125	2.65625
0.105996	1.1474609375	2.7734375
0.107996	1.1474609375	2.8466796875
0.110004	1.1669921875	2.8955078125
0.112	1.1767578125	2.9345703125
0.114004	1.181640625	2.9541015625
0.116	1.181640625	2.96875
0.118004	1.19140625	2.978515625
0.12	1.2109375	2.9833984375
0.122004	1.220703125	2.9833984375
0.124	1.220703125	2.98828125
0.126004	1.2353515625	2.9833984375
0.128	1.2353515625	2.98828125
0.130004	1.240234375	2.9931640625
0.132	1.25	2.9931640625
0.134004	1.2548828125	2.9931640625
0.136	1.2548828125	2.98828125
0.138004	1.26953125	0.0
0.139996	1.279296875	0.0
0.141996	1.2744140625	0.0
0.143996	1.2890625	0.0
0.145996	1.2841796875	0.0
0.147996	1.2890625	0.0
0.149996	1.298828125	0.0
0.152004	1.298828125	0.0
0.154	1.2939453125	0.0
0.156004	1.298828125	0.0
0.158	1.2939453125	0.2880859375
0.160004	1.298828125	0.654296875
0.162	1.3037109375	1.03515625
0.164004	1.3037109375	1.40625
0.166	1.30859375	1.767578125
0.168004	1.30859375	2.0751953125
0.17	1.30859375	2.34375
0.172004	1.30859375	2.5537109375
0.174	1.30859375	2.6904296875
0.176004	1.3134765625	2.7978515625
0.178	1.3037109375	2.8662109375
