Channel Accuracy: 10 Bits
Measurement Range 0...5V --> Resolution: 5V/2^10 = 4.9mV
Measured two channels at a Frequency of 500 Hz
Time (s)	Ch.1 (V)	Ch.2 (V)
0	1.0009765625	1.1962890625
0.001996	0.99609375	1.5625
0.004	0.9912109375	1.9189453125
0.005996	0.986328125	2.2119140625
0.008	0.9765625	2.4365234375
0.009996	0.9814453125	2.6123046875
0.012	0.986328125	2.7392578125
0.013996	0.986328125	2.822265625
0.016	0.9765625	2.8857421875
0.017996	0.9814453125	2.9248046875
0.02	0.9716796875	2.9443359375
0.021996	0.9716796875	2.958984375
0.024	0.966796875	2.978515625
0.026008	0.966796875	2.98828125
0.028	0.9765625	2.98828125
0.03	0.9716796875	2.98828125
0.032	0.9619140625	2.98828125
0.034	0.966796875	2.9931640625
0.036	0.966796875	2.998046875
0.038	0.9619140625	2.98828125
0.039996	0.9619140625	2.98828125
0.042	0.95703125	2.998046875
0.043996	0.95703125	2.998046875
0.046	0.9521484375	2.998046875
0.047996	0.95703125	2.9931640625
0.05	0.95703125	2.998046875
0.051996	0.9619140625	2.9931640625
0.054	0.966796875	2.998046875
0.056	0.9619140625	3.0029296875
0.058	0.9619140625	2.998046875
0.059996	0.966796875	2.98828125
0.062	0.9619140625	2.9931640625
0.063996	0.9619140625	2.9931640625
0.066	0.966796875	2.998046875
0.067996	0.966796875	2.9931640625
0.070004	0.966796875	0.0
0.072	0.966796875	0.0
0.074	0.966796875	0.0
0.076	0.9619140625	0.0
0.078	0.966796875	0.0
0.08	0.9716796875	0.0
0.081996	0.966796875	0.0
0.084	0.9716796875	0.0
0.085996	0.9716796875	0.0
0.088	0.966796875	0.0
0.089996	0.966796875	0.0
0.092	0.9716796875	0.0
0.093996	0.966796875	0.1953125
0.096	0.9716796875	0.576171875
0.097996	0.9619140625	0.9375
0.1	0.9765625	1.318359375
0.101996	0.9814453125	1.6796875
0.104	0.9765625	2.01171875
0.105996	0.9814453125	2.2802734375
0.108	0.9765625	2.5
0.109996	0.986328125	2.65625
0.112004	0.9814453125	2.7734375
0.114	0.9814453125	2.8369140625
0.116	1.0009765625	2.900390625
0.118	0.986328125	2.9345703125
0.12	0.9912109375	2.94921875
0.122	0.9912109375	2.9638671875
0.124	1.0009765625	2.978515625
0.125996	1.005859375	2.978515625
0.128	1.005859375	2.98828125
0.129996	1.0009765625	2.9931640625
0.132	1.0107421875	2.98828125
0.133996	1.0205078125	2.9931640625
0.136	1.015625	2.998046875
0.137996	1.015625	0.0
0.14	1.015625	0.0
0.141996	1.0302734375	0.0
0.144	1.015625	0.0
