Channel Accuracy: 10 Bits
Measurement Range 0...5V --> Resolution: 5V/2^10 = 4.9mV
Measured two channels at a Frequency of 500 Hz
Time (s)	Ch.1 (V)	Ch.2 (V)
0	0.80078125	2.16796875
0.002	0.80078125	2.412109375
0.004004	0.8056640625	2.59765625
0.006	0.810546875	2.7294921875
0.008004	0.7958984375	2.8173828125
0.01	0.810546875	2.8857421875
0.012004	0.80078125	2.91015625
0.014	0.80078125	2.9443359375
0.016004	0.80078125	2.9541015625
0.018	0.8056640625	2.978515625
0.019996	0.8154296875	2.9736328125
0.021996	0.80078125	2.98828125
0.023996	0.8154296875	2.9931640625
0.025996	0.8056640625	2.98828125
0.027996	0.8154296875	2.9931640625
0.029996	0.8154296875	2.9833984375
0.032004	0.8203125	2.98828125
0.034	0.8154296875	2.998046875
0.035996	0.810546875	2.998046875
0.037996	0.8203125	2.9931640625
0.040004	0.8154296875	2.9931640625
0.042	0.810546875	2.9931640625
0.044004	0.8203125	2.9931640625
0.046	0.8203125	2.9931640625
0.048004	0.810546875	2.9931640625
0.05	0.8203125	2.998046875
0.052004	0.8154296875	2.9931640625
0.054	0.8203125	2.9931640625
0.056004	0.8154296875	2.998046875
0.058	0.8203125	2.9931640625
0.060004	0.8203125	2.998046875
0.061996	0.8203125	2.998046875
0.063996	0.8154296875	2.9931640625
0.065996	0.8203125	2.998046875
0.067996	0.8203125	2.9931640625
0.069996	0.8203125	2.9931640625
0.071996	0.8251953125	2.9931640625
0.073996	0.8203125	2.998046875
0.076004	0.830078125	2.9931640625
0.078	0.830078125	2.9931640625
0.080004	0.8251953125	2.998046875
0.082	0.8203125	2.9931640625
0.084004	0.8203125	2.9931640625
0.086	0.8251953125	2.9931640625
0.088004	0.8251953125	0.0
0.09	0.830078125	0.0
0.092004	0.8251953125	0.0
0.094	0.8349609375	0.0
0.096004	0.8349609375	0.0
0.098	0.8251953125	0.0
0.100004	0.8251953125	0.0
0.102	0.830078125	0.0
0.104004	0.830078125	0.0
0.105996	0.8251953125	0.0
0.107996	0.830078125	0.0
0.109996	0.830078125	0.0
0.111996	0.8349609375	0.0
0.113996	0.8251953125	0.0
0.115996	0.8349609375	0.0
0.118004	0.8349609375	0.0
0.12	0.8251953125	0.0
0.122004	0.8251953125	0.0
0.124	0.830078125	0.0
0.126004	0.8154296875	0.0
0.128	0.8251953125	0.3369140625
0.130004	0.8251953125	0.712890625
0.132	0.8251953125	1.0986328125
0.134004	0.8251953125	1.455078125
0.136	0.8349609375	1.81640625
0.138004	0.830078125	2.119140625
0.14	0.8349609375	2.3779296875
0.142004	0.8349609375	2.568359375
0.144	0.8203125	2.7099609375
0.146004	0.8251953125	2.8076171875
0.147996	0.830078125	2.87109375
0.149996	0.830078125	2.9150390625
0.151996	0.8203125	2.9345703125
0.153996	0.8203125	2.958984375
0.155996	0.8203125	2.9736328125
0.157996	0.8251953125	2.9833984375
0.160004	0.830078125	2.9833984375
0.162	0.8251953125	2.9833984375
0.164004	0.8203125	2.98828125
0.166	0.8251953125	2.9931640625
0.168004	0.8203125	2.998046875
0.17	0.8203125	2.9931640625
0.172004	0.8203125	2.998046875
0.174	0.8154296875	2.9833984375
0.176004	0.8251953125	2.9931640625
0.178	0.8154296875	2.9931640625
0.180004	0.810546875	2.998046875
0.182	0.8154296875	2.9931640625
0.184004	0.8203125	2.9931640625
0.186	0.810546875	2.9931640625
0.188004	0.8154296875	2.998046875
0.189996	0.8203125	2.998046875
0.191996	0.810546875	2.9931640625
0.193996	0.8154296875	2.98828125
0.195996	0.8056640625	2.9931640625
0.197996	0.810546875	2.98828125
0.199996	0.8154296875	2.9931640625
0.201996	0.810546875	2.998046875
0.204004	0.810546875	2.998046875
0.206	0.8154296875	2.9931640625
0.208004	0.810546875	2.9931640625
0.21	0.8056640625	2.98828125
0.212004	0.80078125	2.998046875
0.214	0.810546875	2.9931640625
0.216004	0.80078125	2.9931640625
0.218	0.7958984375	2.998046875
0.220004	0.80078125	2.998046875
0.222	0.7958984375	2.998046875
0.224004	0.80078125	0.0
0.226	0.7958984375	0.0
0.228004	0.7861328125	0.0
0.23	0.78125	0.0
0.232004	0.7958984375	0.0
0.233996	0.7861328125	0.0
0.235996	0.791015625	0.0
0.237996	0.7861328125	0.0
0.239996	0.791015625	0.0
0.241996	0.7861328125	0.0
0.243996	0.791015625	0.0
0.246004	0.7763671875	0.0
0.248	0.7763671875	0.0
0.250004	0.7763671875	0.0
0.252	0.7666015625	0.0
0.254004	0.771484375	0.0
0.256	0.7666015625	0.0
0.258004	0.7568359375	0.0
0.26	0.76171875	0.0
0.262004	0.7666015625	0.322265625
0.264	0.7666015625	0.693359375
0.266004	0.7666015625	1.064453125
0.268	0.7666015625	1.4306640625
0.270004	0.7568359375	1.787109375
0.272	0.7470703125	2.099609375
0.274004	0.7470703125	2.36328125
0.275996	0.7470703125	2.5537109375
0.277996	0.7421875	2.7001953125
0.279996	0.7470703125	2.802734375
0.281996	0.751953125	2.87109375
0.283996	0.7470703125	2.9150390625
0.285996	0.732421875	2.9345703125
0.288004	0.7373046875	2.958984375
0.29	0.7373046875	2.96875
0.292004	0.732421875	2.978515625
0.294	0.7421875	2.9833984375
0.296004	0.7470703125	2.9833984375
0.298	0.732421875	2.9931640625
0.300004	0.7275390625	2.9833984375
0.302	0.72265625	2.9931640625
0.304004	0.72265625	2.98828125
0.306	0.732421875	2.9931640625
0.308004	0.72265625	2.998046875
0.31	0.7373046875	2.9931640625
